,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,value,year
3144,47,MAGDALENA,47189,CIÉNAGA,23.0,2008
3145,47,MAGDALENA,47288,FUNDACIÓN,,2008
3146,47,MAGDALENA,47001,SANTA MARTA (Distrito Turístico Cultural e Histórico),368.0,2008
3147,50,META,50251,EL CASTILLO,,2008
3148,50,META,50350,LA MACARENA,218.0,2008
3149,50,META,50400,LEJANÍAS,,2008
3150,50,META,50325,MAPIRIPÁN,2180.0,2008
3151,50,META,50330,MESETAS,62.0,2008
3152,50,META,50450,PUERTO CONCORDIA,75.0,2008
3153,50,META,50568,PUERTO GAITÁN,386.0,2008
3154,50,META,50577,PUERTO LLERAS,134.0,2008
3155,50,META,50573,PUERTO LÓPEZ,,2008
3156,50,META,50590,PUERTO RICO,938.0,2008
3157,50,META,50683,SAN JUAN DE ARAMA,39.0,2008
3158,50,META,50689,SAN MARTÍN,,2008
3159,50,META,50370,URIBE,6.0,2008
3160,50,META,50711,VISTAHERMOSA,1487.0,2008
3161,52,NARIÑO,52019,ALBÁN (San José),,2008
3162,52,NARIÑO,52036,ANCUYA,2.0,2008
3163,52,NARIÑO,52079,BARBACOAS,3080.0,2008
3164,52,NARIÑO,52110,BUESACO,,2008
3165,52,NARIÑO,52207,CONSACÁ,,2008
3166,52,NARIÑO,52210,CONTADERO,,2008
3167,52,NARIÑO,52215,CÓRDOBA,,2008
3168,52,NARIÑO,52227,CUMBAL,,2008
3169,52,NARIÑO,52233,CUMBITARA,250.0,2008
3170,52,NARIÑO,52250,EL CHARCO,2202.0,2008
3171,52,NARIÑO,52254,EL PEÑOL,,2008
3172,52,NARIÑO,52256,EL ROSARIO,273.0,2008
3173,52,NARIÑO,52260,EL TAMBO,2.0,2008
3174,52,NARIÑO,52520,FRANCISCO PIZARRO (Salahonda),407.0,2008
3175,52,NARIÑO,52356,IPIALES,215.0,2008
3176,52,NARIÑO,52381,LA FLORIDA,,2008
3177,52,NARIÑO,52385,LA LLANADA,7.0,2008
3178,52,NARIÑO,52390,LA TOLA,164.0,2008
3179,52,NARIÑO,52405,LEIVA,66.0,2008
3180,52,NARIÑO,52411,LINARES,5.0,2008
3181,52,NARIÑO,52418,LOS ANDES (Sotomayor),2.0,2008
3182,52,NARIÑO,52427,MAGÜÍ (Payán),2240.0,2008
3183,52,NARIÑO,52435,MALLAMA (Piedrancha),3.0,2008
3184,52,NARIÑO,52473,MOSQUERA,140.0,2008
3185,52,NARIÑO,52490,OLAYA HERRERA (Bocas de Satinga),1286.0,2008
3186,52,NARIÑO,52540,POLICARPA,221.0,2008
3187,52,NARIÑO,52573,PUERRES,,2008
3188,52,NARIÑO,52612,RICAURTE,6.0,2008
3189,52,NARIÑO,52621,ROBERTO PAYÁN (San José),2336.0,2008
3190,52,NARIÑO,52678,SAMANIEGO,120.0,2008
3191,52,NARIÑO,52693,SAN PABLO,,2008
3192,52,NARIÑO,52683,SANDONÁ,,2008
3193,52,NARIÑO,52696,SANTA BÁRBARA (Iscuandé),706.0,2008
3194,52,NARIÑO,52699,SANTA CRUZ (Guachavés),14.0,2008
3195,52,NARIÑO,52835,TUMACO,5865.0,2008
3196,54,NORTE DE SANTANDER,54003,ÁBREGO,,2008
3197,54,NORTE DE SANTANDER,54109,BUCARASICA,3.0,2008
3198,54,NORTE DE SANTANDER,54128,CÁCHIRA,71.0,2008
3199,54,NORTE DE SANTANDER,54206,CONVENCIÓN,54.0,2008
3200,54,NORTE DE SANTANDER,54001,CÚCUTA,1.0,2008
3201,54,NORTE DE SANTANDER,54245,EL CARMEN,285.0,2008
3202,54,NORTE DE SANTANDER,54250,EL TARRA,480.0,2008
3203,54,NORTE DE SANTANDER,54261,EL ZULIA,17.0,2008
3204,54,NORTE DE SANTANDER,54344,HACARÍ,,2008
3205,54,NORTE DE SANTANDER,54385,LA ESPERANZA,121.0,2008
3206,54,NORTE DE SANTANDER,54398,LA PLAYA,,2008
3207,54,NORTE DE SANTANDER,54418,LOURDES,,2008
3208,54,NORTE DE SANTANDER,54498,OCAÑA,,2008
3209,54,NORTE DE SANTANDER,54670,SAN CALIXTO,62.0,2008
3210,54,NORTE DE SANTANDER,54720,SARDINATA,463.0,2008
3211,54,NORTE DE SANTANDER,54800,TEORAMA,296.0,2008
3212,54,NORTE DE SANTANDER,54810,TIBÚ,1033.0,2008
3213,54,NORTE DE SANTANDER,54820,TOLEDO,,2008
3214,86,PUTUMAYO,86001,MOCOA,97.0,2008
3215,86,PUTUMAYO,86320,ORITO,1269.0,2008
3216,86,PUTUMAYO,86568,PUERTO ASÍS,2627.0,2008
3217,86,PUTUMAYO,86569,PUERTO CAICEDO,449.0,2008
3218,86,PUTUMAYO,86571,PUERTO GUZMÁN,1077.0,2008
3219,86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,1653.0,2008
3220,86,PUTUMAYO,86757,SAN MIGUEL (La Dorada),481.0,2008
3221,86,PUTUMAYO,86760,SANTIAGO,8.0,2008
3222,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ (La Hormiga),1319.0,2008
3223,86,PUTUMAYO,86885,VILLAGARZÓN,678.0,2008
3224,68,SANTANDER,68020,ALBANIA,,2008
3225,68,SANTANDER,68081,BARRANCABERMEJA,,2008
3226,68,SANTANDER,68092,BETULIA,,2008
3227,68,SANTANDER,68101,BOLÍVAR,690.0,2008
3228,68,SANTANDER,68176,CHIMA,,2008
3229,68,SANTANDER,68190,CIMITARRA,330.0,2008
3230,68,SANTANDER,68209,CONFINES,,2008
3231,68,SANTANDER,68211,CONTRATACIÓN,,2008
3232,68,SANTANDER,68235,EL CARMEN,3.0,2008
3233,68,SANTANDER,68250,EL PEÑÓN,36.0,2008
3234,68,SANTANDER,68255,EL PLAYÓN,10.0,2008
3235,68,SANTANDER,68271,FLORIÁN,,2008
3236,68,SANTANDER,68307,GIRÓN,,2008
3237,68,SANTANDER,68322,GUAPOTÁ,,2008
3238,68,SANTANDER,68324,GUAVATÁ,,2008
3239,68,SANTANDER,68344,HATO,,2008
3240,68,SANTANDER,68377,LA BELLEZA,94.0,2008
3241,68,SANTANDER,68397,LA PAZ,,2008
3242,68,SANTANDER,68385,LANDÁZURI,126.0,2008
3243,68,SANTANDER,68522,PALMAR,,2008
3244,68,SANTANDER,68524,PALMAS DEL SOCORRO,,2008
3245,68,SANTANDER,68573,PUERTO PARRA,41.0,2008
3246,68,SANTANDER,68615,RIONEGRO,3.0,2008
3247,68,SANTANDER,68655,SABANA DE TORRES,,2008
3248,68,SANTANDER,68689,SAN VICENTE DE CHUCURÍ,,2008
3249,68,SANTANDER,68720,SANTA HELENA DEL OPÓN,2.0,2008
3250,68,SANTANDER,68745,SIMACOTA,7.0,2008
3251,68,SANTANDER,68755,SOCORRO,,2008
3252,68,SANTANDER,68773,SUCRE,449.0,2008
3253,68,SANTANDER,68861,VÉLEZ,,2008
3254,76,VALLE DEL CAUCA,76100,BOLÍVAR,17.0,2008
3255,76,VALLE DEL CAUCA,76109,BUENAVENTURA,1651.0,2008
3256,76,VALLE DEL CAUCA,76001,CALI,2.0,2008
3257,76,VALLE DEL CAUCA,76126,CALIMA (El Darién),386.0,2008
3258,76,VALLE DEL CAUCA,76233,DAGUA,8.0,2008
3259,76,VALLE DEL CAUCA,76364,JAMUNDÍ,25.0,2008
3260,76,VALLE DEL CAUCA,76834,TULUÁ,,2008
3261,97,VAUPÉS,97161,CARURÚ,168.0,2008
3262,97,VAUPÉS,97001,MITÚ,331.0,2008
3263,97,VAUPÉS,97511,PACOA (Cor. Departamental),27.0,2008
3264,97,VAUPÉS,97777,PAPUNAUA (Cor. Departamental),26.0,2008
3265,97,VAUPÉS,97666,TARAIRA,,2008
3266,97,VAUPÉS,97889,YAVARATÉ (Cor. Departamental),5.0,2008
3267,99,VICHADA,99773,CUMARIBO,3128.0,2008
3268,99,VICHADA,99524,LA PRIMAVERA,46.0,2008
3269,99,VICHADA,99624,SANTA ROSALÍA,,2008
3270,91,AMAZONAS,91263,EL ENCANTO (Cor. Departamental),109.0,2009
3271,91,AMAZONAS,91405,LA CHORRERA (Cor. Departamental),81.0,2009
3272,91,AMAZONAS,91407,LA PEDRERA (Cor. Departamental),7.0,2009
3273,91,AMAZONAS,91430,LA VICTORIA (Pacoa) (Cor. Departamental),2.0,2009
3274,91,AMAZONAS,91460,MIRITÍ-PARANÁ (Campoamor) (Cor. Departamental),4.0,2009
3275,91,AMAZONAS,91530,PUERTO ALEGRÍA (Cor. Departamental),53.0,2009
3276,91,AMAZONAS,91536,PUERTO ARICA (Cor. Departamental),,2009
3277,91,AMAZONAS,91669,SANTANDER (Araracuara) (Cor. Departamental),22.0,2009
3278,5,ANTIOQUIA,5031,AMALFI,108.0,2009
3279,5,ANTIOQUIA,5040,ANORÍ,239.0,2009
3280,5,ANTIOQUIA,5045,APARTADÓ,21.0,2009
3281,5,ANTIOQUIA,5055,ARGELIA,3.0,2009
3282,5,ANTIOQUIA,5107,BRICEÑO,50.0,2009
3283,5,ANTIOQUIA,5120,CÁCERES,382.0,2009
3284,5,ANTIOQUIA,5134,CAMPAMENTO,25.0,2009
3285,5,ANTIOQUIA,5142,CARACOLÍ,,2009
3286,5,ANTIOQUIA,5147,CAREPA,,2009
3287,5,ANTIOQUIA,5148,CARMEN DE VIBORAL,2.0,2009
3288,5,ANTIOQUIA,5154,CAUCASIA,,2009
3289,5,ANTIOQUIA,5172,CHIGORODÓ,,2009
3290,5,ANTIOQUIA,5197,COCORNÁ,6.0,2009
3291,5,ANTIOQUIA,5234,DABEIBA,40.0,2009
3292,5,ANTIOQUIA,5237,DON MATÍAS,,2009
3293,5,ANTIOQUIA,5250,EL BAGRE,715.0,2009
3294,5,ANTIOQUIA,5284,FRONTINO,,2009
3295,5,ANTIOQUIA,5310,GÓMEZ PLATA,,2009
3296,5,ANTIOQUIA,5361,ITUANGO,250.0,2009
3297,5,ANTIOQUIA,5425,MACEO,,2009
3298,5,ANTIOQUIA,5475,MURINDÓ,6.0,2009
3299,5,ANTIOQUIA,5480,MUTATÁ,,2009
3300,5,ANTIOQUIA,5483,NARIÑO,61.0,2009
3301,5,ANTIOQUIA,5495,NECHÍ,235.0,2009
3302,5,ANTIOQUIA,5490,NECOCLÍ,,2009
3303,5,ANTIOQUIA,5579,PUERTO BERRÍO,,2009
3304,5,ANTIOQUIA,5585,PUERTO NARE,2.0,2009
3305,5,ANTIOQUIA,5591,PUERTO TRIUNFO,,2009
3306,5,ANTIOQUIA,5604,REMEDIOS,121.0,2009
3307,5,ANTIOQUIA,5628,SABANALARGA,,2009
3308,5,ANTIOQUIA,5647,SAN ANDRÉS,,2009
3309,5,ANTIOQUIA,5649,SAN CARLOS,45.0,2009
3310,5,ANTIOQUIA,5652,SAN FRANCISCO,71.0,2009
3311,5,ANTIOQUIA,5660,SAN LUIS,182.0,2009
3312,5,ANTIOQUIA,5665,SAN PEDRO DE URABÁ,1.0,2009
3313,5,ANTIOQUIA,5667,SAN RAFAEL,17.0,2009
3314,5,ANTIOQUIA,5670,SAN ROQUE,,2009
3315,5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,,2009
3316,5,ANTIOQUIA,5736,SEGOVIA,305.0,2009
3317,5,ANTIOQUIA,5756,SONSÓN,16.0,2009
3318,5,ANTIOQUIA,5790,TARAZÁ,773.0,2009
3319,5,ANTIOQUIA,5819,TOLEDO,,2009
3320,5,ANTIOQUIA,5837,TURBO,26.0,2009
3321,5,ANTIOQUIA,5842,URAMITA,,2009
3322,5,ANTIOQUIA,5847,URRAO,,2009
3323,5,ANTIOQUIA,5854,VALDIVIA,422.0,2009
3324,5,ANTIOQUIA,5858,VEGACHÍ,20.0,2009
3325,5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,1.0,2009
3326,5,ANTIOQUIA,5885,YALÍ,6.0,2009
3327,5,ANTIOQUIA,5887,YARUMAL,9.0,2009
3328,5,ANTIOQUIA,5890,YOLOMBÓ,,2009
3329,5,ANTIOQUIA,5893,YONDÓ (Casabe),153.0,2009
3330,5,ANTIOQUIA,5895,ZARAGOZA,240.0,2009
3331,81,ARAUCA,81065,ARAUQUITA,200.0,2009
3332,81,ARAUCA,81300,FORTUL,72.0,2009
3333,81,ARAUCA,81591,PUERTO RONDÓN,8.0,2009
3334,81,ARAUCA,81736,SARAVENA,34.0,2009
3335,81,ARAUCA,81794,TAME,103.0,2009
3336,13,BOLÍVAR,13006,ACHÍ,14.0,2009
3337,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,67.0,2009
3338,13,BOLÍVAR,13042,ARENAL,182.0,2009
3339,13,BOLÍVAR,13074,BARRANCO DE LOBA,68.0,2009
3340,13,BOLÍVAR,13160,CANTAGALLO,727.0,2009
3341,13,BOLÍVAR,13268,EL PEÑÓN,,2009
3342,13,BOLÍVAR,13458,MONTECRISTO,679.0,2009
3343,13,BOLÍVAR,13473,MORALES,163.0,2009
3344,13,BOLÍVAR,13490,NOROSI,,2009
3345,13,BOLÍVAR,13600,RIOVIEJO,276.0,2009
3346,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,101.0,2009
3347,13,BOLÍVAR,13667,SAN MARTÍN DE LOBA,114.0,2009
3348,13,BOLÍVAR,13670,SAN PABLO,742.0,2009
3349,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,1083.0,2009
3350,13,BOLÍVAR,13744,SIMITÍ,319.0,2009
3351,13,BOLÍVAR,13810,TIQUISIO (Puerto Rico),242.0,2009
3352,15,BOYACÁ,15212,COPER,,2009
3353,15,BOYACÁ,15223,CUBARÁ,4.0,2009
3354,15,BOYACÁ,15401,LA VICTORIA,1.0,2009
3355,15,BOYACÁ,15442,MARIPÍ,,2009
3356,15,BOYACÁ,15480,MUZO,,2009
3357,15,BOYACÁ,15507,OTANCHE,106.0,2009
3358,15,BOYACÁ,15531,PAUNA,,2009
3359,15,BOYACÁ,15572,PUERTO BOYACÁ,56.0,2009
3360,15,BOYACÁ,15580,QUÍPAMA,6.0,2009
3361,15,BOYACÁ,15681,SAN PABLO DE BORBUR,10.0,2009
3362,15,BOYACÁ,15696,SANTA SOFÍA,,2009
3363,15,BOYACÁ,15832,TUNUNGUÁ,,2009
3364,17,CALDAS,17433,MANZANARES,,2009
3365,17,CALDAS,17495,NORCASIA,38.0,2009
3366,17,CALDAS,17541,PENSILVANIA,2.0,2009
3367,17,CALDAS,17662,SAMANÁ,127.0,2009
3368,17,CALDAS,17867,VICTORIA,,2009
3369,18,CAQUETÁ,18029,ALBANIA,12.0,2009
3370,18,CAQUETÁ,18094,BELÉN DE LOS ANDAQUÍES,63.0,2009
3371,18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,781.0,2009
3372,18,CAQUETÁ,18205,CURILLO,114.0,2009
3373,18,CAQUETÁ,18247,EL DONCELLO,143.0,2009
3374,18,CAQUETÁ,18256,EL PAUJIL,66.0,2009
3375,18,CAQUETÁ,18001,FLORENCIA,10.0,2009
3376,18,CAQUETÁ,18460,MILÁN,217.0,2009
3377,18,CAQUETÁ,18410,MONTAÑITA,267.0,2009
3378,18,CAQUETÁ,18479,MORELIA,6.0,2009
3379,18,CAQUETÁ,18592,PUERTO RICO,429.0,2009
3380,18,CAQUETÁ,18610,SAN JOSÉ DEL FRAGUA,119.0,2009
3381,18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,545.0,2009
3382,18,CAQUETÁ,18756,SOLANO,743.0,2009
3383,18,CAQUETÁ,18785,SOLITA,121.0,2009
3384,18,CAQUETÁ,18860,VALPARAÍSO,123.0,2009
3385,19,CAUCA,19022,ALMAGUER,,2009
3386,19,CAUCA,19050,ARGELIA,300.0,2009
3387,19,CAUCA,19075,BALBOA,49.0,2009
3388,19,CAUCA,19100,BOLÍVAR,108.0,2009
3389,19,CAUCA,19110,BUENOS AIRES,5.0,2009
3390,19,CAUCA,19130,CAJIBÍO,2.0,2009
3391,19,CAUCA,19142,CALOTO,,2009
3392,19,CAUCA,19212,CORINTO,,2009
3393,19,CAUCA,19256,EL TAMBO,1284.0,2009
3394,19,CAUCA,19290,FLORENCIA,12.0,2009
3395,19,CAUCA,19318,GUAPI,1368.0,2009
3396,19,CAUCA,19392,LA SIERRA,,2009
3397,19,CAUCA,19397,LA VEGA,,2009
3398,19,CAUCA,19418,LÓPEZ,921.0,2009
3399,19,CAUCA,19450,MERCADERES,75.0,2009
3400,19,CAUCA,19455,MIRANDA,,2009
3401,19,CAUCA,19473,MORALES,32.0,2009
3402,19,CAUCA,19532,PATÍA  (El Bordo),109.0,2009
3403,19,CAUCA,19533,PIAMONTE,165.0,2009
3404,19,CAUCA,19622,ROSAS,,2009
3405,19,CAUCA,19701,SANTA ROSA,12.0,2009
3406,19,CAUCA,19760,SOTARÁ (Paispamba),,2009
3407,19,CAUCA,19780,SUÁREZ,4.0,2009
3408,19,CAUCA,19785,SUCRE,,2009
3409,19,CAUCA,19807,TIMBÍO,,2009
3410,19,CAUCA,19809,TIMBIQUÍ,1698.0,2009
3411,19,CAUCA,19821,TORIBÍO,,2009
3412,20,CESAR,20011,AGUACHICA,,2009
3413,20,CESAR,20178,CHIRIGUANÁ,,2009
3414,20,CESAR,20310,GONZÁLEZ,,2009
3415,20,CESAR,20383,LA GLORIA,,2009
3416,20,CESAR,20517,PAILITAS,,2009
3417,20,CESAR,20550,PELAYA,,2009
3418,20,CESAR,20710,SAN ALBERTO,,2009
3419,20,CESAR,20770,SAN MARTÍN,,2009
3420,27,CHOCÓ,27006,ACANDÍ,,2009
3421,27,CHOCÓ,27025,ALTO BAUDÓ (Pie de Pató),159.0,2009
3422,27,CHOCÓ,27050,ATRATO (Yuto),4.0,2009
3423,27,CHOCÓ,27075,BAHÍA SOLANO (Mutis),,2009
3424,27,CHOCÓ,27077,BAJO BAUDÓ  (Pizarro),147.0,2009
3425,27,CHOCÓ,27099,BOJAYÁ (Bellavista),,2009
3426,27,CHOCÓ,27150,CARMEN DEL DARIÉN  (Curbaradó),,2009
3427,27,CHOCÓ,27205,CONDOTO,13.0,2009
3428,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,63.0,2009
3429,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,24.0,2009
3430,27,CHOCÓ,27361,ISTMINA,497.0,2009
3431,27,CHOCÓ,27372,JURADÓ,,2009
3432,27,CHOCÓ,27413,LLORÓ,,2009
3433,27,CHOCÓ,27425,MEDIO ATRATO (Beté),,2009
3434,27,CHOCÓ,27430,MEDIO BAUDÓ (Boca de Pepé),254.0,2009
3435,27,CHOCÓ,27450,MEDIO SAN JUAN (Andagoya),,2009
3436,27,CHOCÓ,27491,NÓVITA,190.0,2009
3437,27,CHOCÓ,27495,NUQUÍ,19.0,2009
3438,27,CHOCÓ,27001,QUIBDÓ,42.0,2009
3439,27,CHOCÓ,27580,RÍO IRÓ (Santa Rita),,2009
3440,27,CHOCÓ,27600,RÍO QUITO (Paimadó),,2009
3441,27,CHOCÓ,27615,RIOSUCIO,75.0,2009
3442,27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,57.0,2009
3443,27,CHOCÓ,27745,SIPÍ,122.0,2009
3444,27,CHOCÓ,27787,TADÓ,,2009
3445,27,CHOCÓ,27800,UNGUÍA,,2009
3446,27,CHOCÓ,27810,UNIÓN PANAMERICANA (Ánimas),,2009
3447,23,CÓRDOBA,23350,LA APARTADA,,2009
3448,23,CÓRDOBA,23466,MONTELÍBANO,681.0,2009
3449,23,CÓRDOBA,23580,PUERTO LIBERTADOR,728.0,2009
3450,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,,2009
3451,23,CÓRDOBA,23807,TIERRALTA,1360.0,2009
3452,23,CÓRDOBA,23855,VALENCIA,12.0,2009
3453,25,CUNDINAMARCA,25148,CAPARRAPÍ,,2009
3454,25,CUNDINAMARCA,25518,PAIME,,2009
3455,25,CUNDINAMARCA,25823,TOPAIPÍ,,2009
3456,25,CUNDINAMARCA,25885,YACOPÍ,,2009
3457,94,GUAINÍA,94343,BARRANCO MINA (Cor. Departamental),275.0,2009
3458,94,GUAINÍA,94001,INIRIDA,114.0,2009
3459,94,GUAINÍA,94663,MAPIRIPANA (Cor. Departamental),,2009
3460,94,GUAINÍA,94888,MORICHAL (Morichal Nuevo) (Cor. Departamental),77.0,2009
3461,94,GUAINÍA,94887,PANÁ PANÁ (Campo Alegre) (Cor. Departamental),30.0,2009
3462,94,GUAINÍA,94884,PUERTO COLOMBIA (Cor. Departamental),42.0,2009
3463,95,GUAVIARE,95015,CALAMAR,721.0,2009
3464,95,GUAVIARE,95025,EL RETORNO,2371.0,2009
3465,95,GUAVIARE,95200,MIRAFLORES,2325.0,2009
3466,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,2907.0,2009
3467,44,LA GUAJIRA,44090,DIBULLA,163.0,2009
3468,44,LA GUAJIRA,44001,RIOHACHA,,2009
3469,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,,2009
3470,47,MAGDALENA,47053,ARACATACA,22.0,2009
3471,47,MAGDALENA,47189,CIÉNAGA,4.0,2009
3472,47,MAGDALENA,47288,FUNDACIÓN,15.0,2009
3473,47,MAGDALENA,47001,SANTA MARTA (Distrito Turístico Cultural e Histórico),111.0,2009
3474,50,META,50251,EL CASTILLO,,2009
3475,50,META,50350,LA MACARENA,189.0,2009
3476,50,META,50400,LEJANÍAS,,2009
3477,50,META,50325,MAPIRIPÁN,2123.0,2009
3478,50,META,50330,MESETAS,19.0,2009
3479,50,META,50450,PUERTO CONCORDIA,82.0,2009
3480,50,META,50568,PUERTO GAITÁN,212.0,2009
3481,50,META,50577,PUERTO LLERAS,30.0,2009
3482,50,META,50573,PUERTO LÓPEZ,,2009
3483,50,META,50590,PUERTO RICO,860.0,2009
3484,50,META,50683,SAN JUAN DE ARAMA,27.0,2009
3485,50,META,50689,SAN MARTÍN,,2009
3486,50,META,50370,URIBE,8.0,2009
3487,50,META,50711,VISTAHERMOSA,745.0,2009
3488,52,NARIÑO,52019,ALBÁN (San José),,2009
3489,52,NARIÑO,52036,ANCUYA,3.0,2009
3490,52,NARIÑO,52079,BARBACOAS,2928.0,2009
3491,52,NARIÑO,52110,BUESACO,,2009
3492,52,NARIÑO,52207,CONSACÁ,,2009
3493,52,NARIÑO,52210,CONTADERO,,2009
3494,52,NARIÑO,52215,CÓRDOBA,,2009
3495,52,NARIÑO,52227,CUMBAL,,2009
3496,52,NARIÑO,52233,CUMBITARA,451.0,2009
3497,52,NARIÑO,52250,EL CHARCO,1130.0,2009
3498,52,NARIÑO,52254,EL PEÑOL,19.0,2009
3499,52,NARIÑO,52256,EL ROSARIO,290.0,2009
3500,52,NARIÑO,52260,EL TAMBO,4.0,2009
3501,52,NARIÑO,52520,FRANCISCO PIZARRO (Salahonda),189.0,2009
3502,52,NARIÑO,52356,IPIALES,192.0,2009
3503,52,NARIÑO,52381,LA FLORIDA,,2009
3504,52,NARIÑO,52385,LA LLANADA,35.0,2009
3505,52,NARIÑO,52390,LA TOLA,465.0,2009
3506,52,NARIÑO,52405,LEIVA,24.0,2009
3507,52,NARIÑO,52411,LINARES,11.0,2009
3508,52,NARIÑO,52418,LOS ANDES (Sotomayor),18.0,2009
3509,52,NARIÑO,52427,MAGÜÍ (Payán),1323.0,2009
3510,52,NARIÑO,52435,MALLAMA (Piedrancha),,2009
3511,52,NARIÑO,52473,MOSQUERA,129.0,2009
3512,52,NARIÑO,52490,OLAYA HERRERA (Bocas de Satinga),1452.0,2009
3513,52,NARIÑO,52540,POLICARPA,389.0,2009
3514,52,NARIÑO,52573,PUERRES,,2009
3515,52,NARIÑO,52612,RICAURTE,67.0,2009
3516,52,NARIÑO,52621,ROBERTO PAYÁN (San José),1539.0,2009
3517,52,NARIÑO,52678,SAMANIEGO,281.0,2009
3518,52,NARIÑO,52693,SAN PABLO,,2009
3519,52,NARIÑO,52683,SANDONÁ,,2009
3520,52,NARIÑO,52696,SANTA BÁRBARA (Iscuandé),802.0,2009
3521,52,NARIÑO,52699,SANTA CRUZ (Guachavés),4.0,2009
3522,52,NARIÑO,52835,TUMACO,4682.0,2009
3523,54,NORTE DE SANTANDER,54003,ÁBREGO,8.0,2009
3524,54,NORTE DE SANTANDER,54109,BUCARASICA,,2009
3525,54,NORTE DE SANTANDER,54128,CÁCHIRA,51.0,2009
3526,54,NORTE DE SANTANDER,54206,CONVENCIÓN,225.0,2009
3527,54,NORTE DE SANTANDER,54001,CÚCUTA,38.0,2009
3528,54,NORTE DE SANTANDER,54245,EL CARMEN,215.0,2009
3529,54,NORTE DE SANTANDER,54250,EL TARRA,314.0,2009
3530,54,NORTE DE SANTANDER,54261,EL ZULIA,10.0,2009
3531,54,NORTE DE SANTANDER,54344,HACARÍ,,2009
3532,54,NORTE DE SANTANDER,54385,LA ESPERANZA,73.0,2009
3533,54,NORTE DE SANTANDER,54398,LA PLAYA,1.0,2009
3534,54,NORTE DE SANTANDER,54418,LOURDES,,2009
3535,54,NORTE DE SANTANDER,54498,OCAÑA,,2009
3536,54,NORTE DE SANTANDER,54670,SAN CALIXTO,42.0,2009
3537,54,NORTE DE SANTANDER,54720,SARDINATA,245.0,2009
3538,54,NORTE DE SANTANDER,54800,TEORAMA,509.0,2009
3539,54,NORTE DE SANTANDER,54810,TIBÚ,982.0,2009
3540,54,NORTE DE SANTANDER,54820,TOLEDO,,2009
3541,86,PUTUMAYO,86001,MOCOA,37.0,2009
3542,86,PUTUMAYO,86320,ORITO,583.0,2009
3543,86,PUTUMAYO,86568,PUERTO ASÍS,1225.0,2009
3544,86,PUTUMAYO,86569,PUERTO CAICEDO,326.0,2009
3545,86,PUTUMAYO,86571,PUERTO GUZMÁN,794.0,2009
3546,86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,1150.0,2009
3547,86,PUTUMAYO,86757,SAN MIGUEL (La Dorada),263.0,2009
3548,86,PUTUMAYO,86760,SANTIAGO,3.0,2009
3549,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ (La Hormiga),583.0,2009
3550,86,PUTUMAYO,86885,VILLAGARZÓN,353.0,2009
3551,68,SANTANDER,68020,ALBANIA,,2009
3552,68,SANTANDER,68081,BARRANCABERMEJA,,2009
3553,68,SANTANDER,68092,BETULIA,,2009
3554,68,SANTANDER,68101,BOLÍVAR,272.0,2009
3555,68,SANTANDER,68176,CHIMA,,2009
3556,68,SANTANDER,68190,CIMITARRA,159.0,2009
3557,68,SANTANDER,68209,CONFINES,,2009
3558,68,SANTANDER,68211,CONTRATACIÓN,5.0,2009
3559,68,SANTANDER,68235,EL CARMEN,17.0,2009
3560,68,SANTANDER,68250,EL PEÑÓN,23.0,2009
3561,68,SANTANDER,68255,EL PLAYÓN,14.0,2009
3562,68,SANTANDER,68271,FLORIÁN,,2009
3563,68,SANTANDER,68307,GIRÓN,,2009
3564,68,SANTANDER,68322,GUAPOTÁ,,2009
3565,68,SANTANDER,68324,GUAVATÁ,,2009
3566,68,SANTANDER,68344,HATO,,2009
3567,68,SANTANDER,68377,LA BELLEZA,72.0,2009
3568,68,SANTANDER,68397,LA PAZ,10.0,2009
3569,68,SANTANDER,68385,LANDÁZURI,75.0,2009
3570,68,SANTANDER,68522,PALMAR,,2009
3571,68,SANTANDER,68524,PALMAS DEL SOCORRO,,2009
3572,68,SANTANDER,68573,PUERTO PARRA,21.0,2009
3573,68,SANTANDER,68615,RIONEGRO,21.0,2009
3574,68,SANTANDER,68655,SABANA DE TORRES,,2009
3575,68,SANTANDER,68689,SAN VICENTE DE CHUCURÍ,1.0,2009
3576,68,SANTANDER,68720,SANTA HELENA DEL OPÓN,38.0,2009
3577,68,SANTANDER,68745,SIMACOTA,5.0,2009
