,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,value,year
0,91,AMAZONAS,91263,EL ENCANTO (Cor. Departamental),,1999
1,91,AMAZONAS,91405,LA CHORRERA (Cor. Departamental),,1999
2,91,AMAZONAS,91407,LA PEDRERA (Cor. Departamental),,1999
3,91,AMAZONAS,91430,LA VICTORIA (Pacoa) (Cor. Departamental),,1999
4,91,AMAZONAS,91460,MIRITÍ-PARANÁ (Campoamor) (Cor. Departamental),,1999
5,91,AMAZONAS,91530,PUERTO ALEGRÍA (Cor. Departamental),,1999
6,91,AMAZONAS,91536,PUERTO ARICA (Cor. Departamental),,1999
7,91,AMAZONAS,91669,SANTANDER (Araracuara) (Cor. Departamental),,1999
8,5,ANTIOQUIA,5031,AMALFI,58.97,1999
9,5,ANTIOQUIA,5040,ANORÍ,431.69,1999
10,5,ANTIOQUIA,5045,APARTADÓ,,1999
11,5,ANTIOQUIA,5055,ARGELIA,,1999
12,5,ANTIOQUIA,5107,BRICEÑO,17.88,1999
13,5,ANTIOQUIA,5120,CÁCERES,169.66,1999
14,5,ANTIOQUIA,5134,CAMPAMENTO,,1999
15,5,ANTIOQUIA,5142,CARACOLÍ,,1999
16,5,ANTIOQUIA,5147,CAREPA,,1999
17,5,ANTIOQUIA,5148,CARMEN DE VIBORAL,,1999
18,5,ANTIOQUIA,5154,CAUCASIA,,1999
19,5,ANTIOQUIA,5172,CHIGORODÓ,,1999
20,5,ANTIOQUIA,5197,COCORNÁ,,1999
21,5,ANTIOQUIA,5234,DABEIBA,,1999
22,5,ANTIOQUIA,5237,DON MATÍAS,,1999
23,5,ANTIOQUIA,5250,EL BAGRE,88.63,1999
24,5,ANTIOQUIA,5284,FRONTINO,,1999
25,5,ANTIOQUIA,5310,GÓMEZ PLATA,,1999
26,5,ANTIOQUIA,5361,ITUANGO,223.98,1999
27,5,ANTIOQUIA,5425,MACEO,,1999
28,5,ANTIOQUIA,5475,MURINDÓ,,1999
29,5,ANTIOQUIA,5480,MUTATÁ,,1999
30,5,ANTIOQUIA,5483,NARIÑO,50.42,1999
31,5,ANTIOQUIA,5495,NECHÍ,,1999
32,5,ANTIOQUIA,5490,NECOCLÍ,,1999
33,5,ANTIOQUIA,5579,PUERTO BERRÍO,,1999
34,5,ANTIOQUIA,5585,PUERTO NARE,,1999
35,5,ANTIOQUIA,5591,PUERTO TRIUNFO,,1999
36,5,ANTIOQUIA,5604,REMEDIOS,556.4,1999
37,5,ANTIOQUIA,5628,SABANALARGA,,1999
38,5,ANTIOQUIA,5647,SAN ANDRÉS,1.72,1999
39,5,ANTIOQUIA,5649,SAN CARLOS,,1999
40,5,ANTIOQUIA,5652,SAN FRANCISCO,,1999
41,5,ANTIOQUIA,5660,SAN LUIS,,1999
42,5,ANTIOQUIA,5665,SAN PEDRO DE URABÁ,,1999
43,5,ANTIOQUIA,5667,SAN RAFAEL,,1999
44,5,ANTIOQUIA,5670,SAN ROQUE,,1999
45,5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,7.13,1999
46,5,ANTIOQUIA,5736,SEGOVIA,189.32,1999
47,5,ANTIOQUIA,5756,SONSÓN,,1999
48,5,ANTIOQUIA,5790,TARAZÁ,1020.77,1999
49,5,ANTIOQUIA,5819,TOLEDO,,1999
50,5,ANTIOQUIA,5837,TURBO,,1999
51,5,ANTIOQUIA,5842,URAMITA,,1999
52,5,ANTIOQUIA,5847,URRAO,,1999
53,5,ANTIOQUIA,5854,VALDIVIA,131.77,1999
54,5,ANTIOQUIA,5858,VEGACHÍ,82.47,1999
55,5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,,1999
56,5,ANTIOQUIA,5885,YALÍ,106.34,1999
57,5,ANTIOQUIA,5887,YARUMAL,,1999
58,5,ANTIOQUIA,5890,YOLOMBÓ,,1999
59,5,ANTIOQUIA,5893,YONDÓ (Casabe),430.0,1999
60,5,ANTIOQUIA,5895,ZARAGOZA,76.7,1999
61,81,ARAUCA,81065,ARAUQUITA,,1999
62,81,ARAUCA,81300,FORTUL,,1999
63,81,ARAUCA,81591,PUERTO RONDÓN,,1999
64,81,ARAUCA,81736,SARAVENA,,1999
65,81,ARAUCA,81794,TAME,,1999
66,13,BOLÍVAR,13006,ACHÍ,,1999
67,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,,1999
68,13,BOLÍVAR,13042,ARENAL,,1999
69,13,BOLÍVAR,13074,BARRANCO DE LOBA,,1999
70,13,BOLÍVAR,13160,CANTAGALLO,1904.51,1999
71,13,BOLÍVAR,13268,EL PEÑÓN,,1999
72,13,BOLÍVAR,13458,MONTECRISTO,,1999
73,13,BOLÍVAR,13473,MORALES,243.98,1999
74,13,BOLÍVAR,13490,NOROSI,,1999
75,13,BOLÍVAR,13600,RIOVIEJO,,1999
76,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,,1999
77,13,BOLÍVAR,13667,SAN MARTÍN DE LOBA,,1999
78,13,BOLÍVAR,13670,SAN PABLO,1438.09,1999
79,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,1441.4,1999
80,13,BOLÍVAR,13744,SIMITÍ,869.03,1999
81,13,BOLÍVAR,13810,TIQUISIO (Puerto Rico),,1999
82,15,BOYACÁ,15212,COPER,,1999
83,15,BOYACÁ,15223,CUBARÁ,,1999
84,15,BOYACÁ,15401,LA VICTORIA,,1999
85,15,BOYACÁ,15442,MARIPÍ,,1999
86,15,BOYACÁ,15480,MUZO,,1999
87,15,BOYACÁ,15507,OTANCHE,,1999
88,15,BOYACÁ,15531,PAUNA,,1999
89,15,BOYACÁ,15572,PUERTO BOYACÁ,,1999
90,15,BOYACÁ,15580,QUÍPAMA,,1999
91,15,BOYACÁ,15681,SAN PABLO DE BORBUR,,1999
92,15,BOYACÁ,15696,SANTA SOFÍA,,1999
93,15,BOYACÁ,15832,TUNUNGUÁ,,1999
94,17,CALDAS,17433,MANZANARES,,1999
95,17,CALDAS,17495,NORCASIA,,1999
96,17,CALDAS,17541,PENSILVANIA,,1999
97,17,CALDAS,17662,SAMANÁ,,1999
98,17,CALDAS,17867,VICTORIA,,1999
99,18,CAQUETÁ,18029,ALBANIA,159.16,1999
100,18,CAQUETÁ,18094,BELÉN DE LOS ANDAQUÍES,102.01,1999
101,18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,6405.49,1999
102,18,CAQUETÁ,18205,CURILLO,1590.18,1999
103,18,CAQUETÁ,18247,EL DONCELLO,3.44,1999
104,18,CAQUETÁ,18256,EL PAUJIL,24.04,1999
105,18,CAQUETÁ,18001,FLORENCIA,32.19,1999
106,18,CAQUETÁ,18460,MILÁN,3004.78,1999
107,18,CAQUETÁ,18410,MONTAÑITA,1405.74,1999
108,18,CAQUETÁ,18479,MORELIA,,1999
109,18,CAQUETÁ,18592,PUERTO RICO,154.74,1999
110,18,CAQUETÁ,18610,SAN JOSÉ DEL FRAGUA,386.77,1999
111,18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,2900.49,1999
112,18,CAQUETÁ,18756,SOLANO,2480.38,1999
113,18,CAQUETÁ,18785,SOLITA,2667.87,1999
114,18,CAQUETÁ,18860,VALPARAÍSO,2400.72,1999
115,19,CAUCA,19022,ALMAGUER,,1999
116,19,CAUCA,19050,ARGELIA,1543.0,1999
117,19,CAUCA,19075,BALBOA,399.0,1999
118,19,CAUCA,19100,BOLÍVAR,212.0,1999
119,19,CAUCA,19110,BUENOS AIRES,,1999
120,19,CAUCA,19130,CAJIBÍO,,1999
121,19,CAUCA,19142,CALOTO,,1999
122,19,CAUCA,19212,CORINTO,,1999
123,19,CAUCA,19256,EL TAMBO,141.0,1999
124,19,CAUCA,19290,FLORENCIA,,1999
125,19,CAUCA,19318,GUAPI,,1999
126,19,CAUCA,19392,LA SIERRA,,1999
127,19,CAUCA,19397,LA VEGA,,1999
128,19,CAUCA,19418,LÓPEZ,,1999
129,19,CAUCA,19450,MERCADERES,,1999
130,19,CAUCA,19455,MIRANDA,,1999
131,19,CAUCA,19473,MORALES,,1999
132,19,CAUCA,19532,PATÍA  (El Bordo),,1999
133,19,CAUCA,19533,PIAMONTE,2828.3,1999
134,19,CAUCA,19622,ROSAS,,1999
135,19,CAUCA,19701,SANTA ROSA,1168.0,1999
136,19,CAUCA,19760,SOTARÁ (Paispamba),,1999
137,19,CAUCA,19780,SUÁREZ,,1999
138,19,CAUCA,19785,SUCRE,,1999
139,19,CAUCA,19807,TIMBÍO,,1999
140,19,CAUCA,19809,TIMBIQUÍ,,1999
141,19,CAUCA,19821,TORIBÍO,,1999
142,20,CESAR,20011,AGUACHICA,,1999
143,20,CESAR,20178,CHIRIGUANÁ,,1999
144,20,CESAR,20310,GONZÁLEZ,,1999
145,20,CESAR,20383,LA GLORIA,,1999
146,20,CESAR,20517,PAILITAS,,1999
147,20,CESAR,20550,PELAYA,,1999
148,20,CESAR,20710,SAN ALBERTO,,1999
149,20,CESAR,20770,SAN MARTÍN,,1999
150,27,CHOCÓ,27006,ACANDÍ,,1999
151,27,CHOCÓ,27025,ALTO BAUDÓ (Pie de Pató),,1999
152,27,CHOCÓ,27050,ATRATO (Yuto),,1999
153,27,CHOCÓ,27075,BAHÍA SOLANO (Mutis),,1999
154,27,CHOCÓ,27077,BAJO BAUDÓ  (Pizarro),,1999
155,27,CHOCÓ,27099,BOJAYÁ (Bellavista),,1999
156,27,CHOCÓ,27150,CARMEN DEL DARIÉN  (Curbaradó),,1999
157,27,CHOCÓ,27205,CONDOTO,,1999
158,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,,1999
159,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,,1999
160,27,CHOCÓ,27361,ISTMINA,,1999
161,27,CHOCÓ,27372,JURADÓ,,1999
162,27,CHOCÓ,27413,LLORÓ,,1999
163,27,CHOCÓ,27425,MEDIO ATRATO (Beté),,1999
164,27,CHOCÓ,27430,MEDIO BAUDÓ (Boca de Pepé),,1999
165,27,CHOCÓ,27450,MEDIO SAN JUAN (Andagoya),,1999
166,27,CHOCÓ,27491,NÓVITA,,1999
167,27,CHOCÓ,27495,NUQUÍ,,1999
168,27,CHOCÓ,27001,QUIBDÓ,,1999
169,27,CHOCÓ,27580,RÍO IRÓ (Santa Rita),,1999
170,27,CHOCÓ,27600,RÍO QUITO (Paimadó),,1999
171,27,CHOCÓ,27615,RIOSUCIO,,1999
172,27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,,1999
173,27,CHOCÓ,27745,SIPÍ,,1999
174,27,CHOCÓ,27787,TADÓ,,1999
175,27,CHOCÓ,27800,UNGUÍA,,1999
176,27,CHOCÓ,27810,UNIÓN PANAMERICANA (Ánimas),,1999
177,23,CÓRDOBA,23350,LA APARTADA,,1999
178,23,CÓRDOBA,23466,MONTELÍBANO,719.42,1999
179,23,CÓRDOBA,23580,PUERTO LIBERTADOR,483.42,1999
180,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,,1999
181,23,CÓRDOBA,23807,TIERRALTA,684.22,1999
182,23,CÓRDOBA,23855,VALENCIA,33.67,1999
183,25,CUNDINAMARCA,25148,CAPARRAPÍ,,1999
184,25,CUNDINAMARCA,25518,PAIME,,1999
185,25,CUNDINAMARCA,25823,TOPAIPÍ,,1999
186,25,CUNDINAMARCA,25885,YACOPÍ,,1999
187,94,GUAINÍA,94343,BARRANCO MINA (Cor. Departamental),,1999
188,94,GUAINÍA,94001,INIRIDA,,1999
189,94,GUAINÍA,94663,MAPIRIPANA (Cor. Departamental),,1999
190,94,GUAINÍA,94888,MORICHAL (Morichal Nuevo) (Cor. Departamental),,1999
191,94,GUAINÍA,94887,PANÁ PANÁ (Campo Alegre) (Cor. Departamental),,1999
192,94,GUAINÍA,94884,PUERTO COLOMBIA (Cor. Departamental),,1999
193,95,GUAVIARE,95015,CALAMAR,4467.95,1999
194,95,GUAVIARE,95025,EL RETORNO,6699.75,1999
195,95,GUAVIARE,95200,MIRAFLORES,10608.4,1999
196,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,6658.9,1999
197,44,LA GUAJIRA,44090,DIBULLA,,1999
198,44,LA GUAJIRA,44001,RIOHACHA,,1999
199,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,,1999
200,47,MAGDALENA,47053,ARACATACA,14.0,1999
201,47,MAGDALENA,47189,CIÉNAGA,57.0,1999
202,47,MAGDALENA,47288,FUNDACIÓN,,1999
203,47,MAGDALENA,47001,SANTA MARTA (Distrito Turístico Cultural e Histórico),450.0,1999
204,50,META,50251,EL CASTILLO,,1999
205,50,META,50350,LA MACARENA,4885.89,1999
206,50,META,50400,LEJANÍAS,,1999
207,50,META,50325,MAPIRIPÁN,,1999
208,50,META,50330,MESETAS,903.42,1999
209,50,META,50450,PUERTO CONCORDIA,585.78,1999
210,50,META,50568,PUERTO GAITÁN,,1999
211,50,META,50577,PUERTO LLERAS,1164.03,1999
212,50,META,50573,PUERTO LÓPEZ,,1999
213,50,META,50590,PUERTO RICO,1892.82,1999
214,50,META,50683,SAN JUAN DE ARAMA,,1999
215,50,META,50689,SAN MARTÍN,,1999
216,50,META,50370,URIBE,1182.21,1999
217,50,META,50711,VISTAHERMOSA,769.8,1999
218,52,NARIÑO,52019,ALBÁN (San José),209.0,1999
219,52,NARIÑO,52036,ANCUYA,,1999
220,52,NARIÑO,52079,BARBACOAS,383.32,1999
221,52,NARIÑO,52110,BUESACO,,1999
222,52,NARIÑO,52207,CONSACÁ,,1999
223,52,NARIÑO,52210,CONTADERO,,1999
224,52,NARIÑO,52215,CÓRDOBA,,1999
225,52,NARIÑO,52227,CUMBAL,,1999
226,52,NARIÑO,52233,CUMBITARA,,1999
227,52,NARIÑO,52250,EL CHARCO,,1999
228,52,NARIÑO,52254,EL PEÑOL,,1999
229,52,NARIÑO,52256,EL ROSARIO,,1999
230,52,NARIÑO,52260,EL TAMBO,,1999
231,52,NARIÑO,52520,FRANCISCO PIZARRO (Salahonda),,1999
232,52,NARIÑO,52356,IPIALES,1063.0,1999
233,52,NARIÑO,52381,LA FLORIDA,,1999
234,52,NARIÑO,52385,LA LLANADA,,1999
235,52,NARIÑO,52390,LA TOLA,,1999
236,52,NARIÑO,52405,LEIVA,,1999
237,52,NARIÑO,52411,LINARES,,1999
238,52,NARIÑO,52418,LOS ANDES (Sotomayor),,1999
239,52,NARIÑO,52427,MAGÜÍ (Payán),,1999
240,52,NARIÑO,52435,MALLAMA (Piedrancha),,1999
241,52,NARIÑO,52473,MOSQUERA,,1999
242,52,NARIÑO,52490,OLAYA HERRERA (Bocas de Satinga),,1999
243,52,NARIÑO,52540,POLICARPA,339.0,1999
244,52,NARIÑO,52573,PUERRES,,1999
245,52,NARIÑO,52612,RICAURTE,199.0,1999
246,52,NARIÑO,52621,ROBERTO PAYÁN (San José),746.0,1999
247,52,NARIÑO,52678,SAMANIEGO,74.0,1999
248,52,NARIÑO,52693,SAN PABLO,,1999
249,52,NARIÑO,52683,SANDONÁ,,1999
250,52,NARIÑO,52696,SANTA BÁRBARA (Iscuandé),,1999
251,52,NARIÑO,52699,SANTA CRUZ (Guachavés),170.0,1999
252,52,NARIÑO,52835,TUMACO,776.0,1999
253,54,NORTE DE SANTANDER,54003,ÁBREGO,10.9,1999
254,54,NORTE DE SANTANDER,54109,BUCARASICA,,1999
255,54,NORTE DE SANTANDER,54128,CÁCHIRA,118.35,1999
256,54,NORTE DE SANTANDER,54206,CONVENCIÓN,,1999
257,54,NORTE DE SANTANDER,54001,CÚCUTA,,1999
258,54,NORTE DE SANTANDER,54245,EL CARMEN,52.02,1999
259,54,NORTE DE SANTANDER,54250,EL TARRA,1547.64,1999
260,54,NORTE DE SANTANDER,54261,EL ZULIA,,1999
261,54,NORTE DE SANTANDER,54344,HACARÍ,417.86,1999
262,54,NORTE DE SANTANDER,54385,LA ESPERANZA,,1999
263,54,NORTE DE SANTANDER,54398,LA PLAYA,1.02,1999
264,54,NORTE DE SANTANDER,54418,LOURDES,,1999
265,54,NORTE DE SANTANDER,54498,OCAÑA,,1999
266,54,NORTE DE SANTANDER,54670,SAN CALIXTO,235.82,1999
267,54,NORTE DE SANTANDER,54720,SARDINATA,974.69,1999
268,54,NORTE DE SANTANDER,54800,TEORAMA,1115.88,1999
269,54,NORTE DE SANTANDER,54810,TIBÚ,10564.73,1999
270,54,NORTE DE SANTANDER,54820,TOLEDO,,1999
271,86,PUTUMAYO,86001,MOCOA,274.43,1999
272,86,PUTUMAYO,86320,ORITO,9734.96,1999
273,86,PUTUMAYO,86568,PUERTO ASÍS,11340.48,1999
274,86,PUTUMAYO,86569,PUERTO CAICEDO,3454.66,1999
275,86,PUTUMAYO,86571,PUERTO GUZMÁN,7986.52,1999
276,86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,2622.11,1999
277,86,PUTUMAYO,86757,SAN MIGUEL (La Dorada),8700.96,1999
278,86,PUTUMAYO,86760,SANTIAGO,,1999
279,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ (La Hormiga),14031.4,1999
280,86,PUTUMAYO,86885,VILLAGARZÓN,151.49,1999
281,68,SANTANDER,68020,ALBANIA,,1999
282,68,SANTANDER,68081,BARRANCABERMEJA,,1999
283,68,SANTANDER,68092,BETULIA,,1999
284,68,SANTANDER,68101,BOLÍVAR,,1999
285,68,SANTANDER,68176,CHIMA,,1999
286,68,SANTANDER,68190,CIMITARRA,,1999
287,68,SANTANDER,68209,CONFINES,,1999
288,68,SANTANDER,68211,CONTRATACIÓN,,1999
289,68,SANTANDER,68235,EL CARMEN,,1999
290,68,SANTANDER,68250,EL PEÑÓN,,1999
291,68,SANTANDER,68255,EL PLAYÓN,,1999
292,68,SANTANDER,68271,FLORIÁN,,1999
293,68,SANTANDER,68307,GIRÓN,,1999
294,68,SANTANDER,68322,GUAPOTÁ,,1999
295,68,SANTANDER,68324,GUAVATÁ,,1999
296,68,SANTANDER,68344,HATO,,1999
297,68,SANTANDER,68377,LA BELLEZA,,1999
298,68,SANTANDER,68397,LA PAZ,,1999
299,68,SANTANDER,68385,LANDÁZURI,,1999
300,68,SANTANDER,68522,PALMAR,,1999
301,68,SANTANDER,68524,PALMAS DEL SOCORRO,,1999
302,68,SANTANDER,68573,PUERTO PARRA,,1999
303,68,SANTANDER,68615,RIONEGRO,,1999
304,68,SANTANDER,68655,SABANA DE TORRES,,1999
305,68,SANTANDER,68689,SAN VICENTE DE CHUCURÍ,,1999
306,68,SANTANDER,68720,SANTA HELENA DEL OPÓN,,1999
307,68,SANTANDER,68745,SIMACOTA,,1999
308,68,SANTANDER,68755,SOCORRO,,1999
309,68,SANTANDER,68773,SUCRE,,1999
310,68,SANTANDER,68861,VÉLEZ,,1999
311,76,VALLE DEL CAUCA,76100,BOLÍVAR,,1999
312,76,VALLE DEL CAUCA,76109,BUENAVENTURA,,1999
313,76,VALLE DEL CAUCA,76001,CALI,,1999
314,76,VALLE DEL CAUCA,76126,CALIMA (El Darién),,1999
315,76,VALLE DEL CAUCA,76233,DAGUA,,1999
316,76,VALLE DEL CAUCA,76364,JAMUNDÍ,,1999
317,76,VALLE DEL CAUCA,76834,TULUÁ,,1999
318,97,VAUPÉS,97161,CARURÚ,830.28,1999
319,97,VAUPÉS,97001,MITÚ,183.72,1999
320,97,VAUPÉS,97511,PACOA (Cor. Departamental),,1999
321,97,VAUPÉS,97777,PAPUNAUA (Cor. Departamental),,1999
322,97,VAUPÉS,97666,TARAIRA,,1999
323,97,VAUPÉS,97889,YAVARATÉ (Cor. Departamental),,1999
324,99,VICHADA,99773,CUMARIBO,,1999
325,99,VICHADA,99524,LA PRIMAVERA,,1999
326,99,VICHADA,99624,SANTA ROSALÍA,,1999
327,91,AMAZONAS,91263,EL ENCANTO (Cor. Departamental),,2000
328,91,AMAZONAS,91405,LA CHORRERA (Cor. Departamental),,2000
329,91,AMAZONAS,91407,LA PEDRERA (Cor. Departamental),,2000
330,91,AMAZONAS,91430,LA VICTORIA (Pacoa) (Cor. Departamental),,2000
331,91,AMAZONAS,91460,MIRITÍ-PARANÁ (Campoamor) (Cor. Departamental),,2000
332,91,AMAZONAS,91530,PUERTO ALEGRÍA (Cor. Departamental),,2000
333,91,AMAZONAS,91536,PUERTO ARICA (Cor. Departamental),,2000
334,91,AMAZONAS,91669,SANTANDER (Araracuara) (Cor. Departamental),,2000
335,5,ANTIOQUIA,5031,AMALFI,96.54,2000
336,5,ANTIOQUIA,5040,ANORÍ,183.63,2000
337,5,ANTIOQUIA,5045,APARTADÓ,,2000
338,5,ANTIOQUIA,5055,ARGELIA,,2000
339,5,ANTIOQUIA,5107,BRICEÑO,18.16,2000
340,5,ANTIOQUIA,5120,CÁCERES,91.45,2000
341,5,ANTIOQUIA,5134,CAMPAMENTO,25.07,2000
342,5,ANTIOQUIA,5142,CARACOLÍ,,2000
343,5,ANTIOQUIA,5147,CAREPA,,2000
344,5,ANTIOQUIA,5148,CARMEN DE VIBORAL,,2000
345,5,ANTIOQUIA,5154,CAUCASIA,9.84,2000
346,5,ANTIOQUIA,5172,CHIGORODÓ,,2000
347,5,ANTIOQUIA,5197,COCORNÁ,,2000
348,5,ANTIOQUIA,5234,DABEIBA,13.94,2000
349,5,ANTIOQUIA,5237,DON MATÍAS,7.4,2000
350,5,ANTIOQUIA,5250,EL BAGRE,63.81,2000
351,5,ANTIOQUIA,5284,FRONTINO,14.12,2000
352,5,ANTIOQUIA,5310,GÓMEZ PLATA,14.83,2000
353,5,ANTIOQUIA,5361,ITUANGO,121.0,2000
354,5,ANTIOQUIA,5425,MACEO,38.48,2000
355,5,ANTIOQUIA,5475,MURINDÓ,,2000
356,5,ANTIOQUIA,5480,MUTATÁ,,2000
357,5,ANTIOQUIA,5483,NARIÑO,,2000
358,5,ANTIOQUIA,5495,NECHÍ,,2000
359,5,ANTIOQUIA,5490,NECOCLÍ,,2000
360,5,ANTIOQUIA,5579,PUERTO BERRÍO,138.31,2000
361,5,ANTIOQUIA,5585,PUERTO NARE,,2000
362,5,ANTIOQUIA,5591,PUERTO TRIUNFO,,2000
363,5,ANTIOQUIA,5604,REMEDIOS,285.94,2000
364,5,ANTIOQUIA,5628,SABANALARGA,9.2,2000
365,5,ANTIOQUIA,5647,SAN ANDRÉS,,2000
366,5,ANTIOQUIA,5649,SAN CARLOS,,2000
367,5,ANTIOQUIA,5652,SAN FRANCISCO,,2000
368,5,ANTIOQUIA,5660,SAN LUIS,,2000
369,5,ANTIOQUIA,5665,SAN PEDRO DE URABÁ,,2000
370,5,ANTIOQUIA,5667,SAN RAFAEL,9.38,2000
371,5,ANTIOQUIA,5670,SAN ROQUE,37.99,2000
372,5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,,2000
373,5,ANTIOQUIA,5736,SEGOVIA,193.74,2000
374,5,ANTIOQUIA,5756,SONSÓN,,2000
375,5,ANTIOQUIA,5790,TARAZÁ,539.99,2000
376,5,ANTIOQUIA,5819,TOLEDO,,2000
377,5,ANTIOQUIA,5837,TURBO,,2000
378,5,ANTIOQUIA,5842,URAMITA,14.57,2000
379,5,ANTIOQUIA,5847,URRAO,,2000
380,5,ANTIOQUIA,5854,VALDIVIA,71.12,2000
381,5,ANTIOQUIA,5858,VEGACHÍ,8.56,2000
382,5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,,2000
383,5,ANTIOQUIA,5885,YALÍ,36.33,2000
384,5,ANTIOQUIA,5887,YARUMAL,28.69,2000
385,5,ANTIOQUIA,5890,YOLOMBÓ,80.46,2000
386,5,ANTIOQUIA,5893,YONDÓ (Casabe),190.18,2000
387,5,ANTIOQUIA,5895,ZARAGOZA,204.2,2000
388,81,ARAUCA,81065,ARAUQUITA,689.82,2000
389,81,ARAUCA,81300,FORTUL,56.44,2000
390,81,ARAUCA,81591,PUERTO RONDÓN,24.86,2000
391,81,ARAUCA,81736,SARAVENA,80.18,2000
392,81,ARAUCA,81794,TAME,127.06,2000
393,13,BOLÍVAR,13006,ACHÍ,17.31,2000
394,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,19.44,2000
395,13,BOLÍVAR,13042,ARENAL,120.89,2000
396,13,BOLÍVAR,13074,BARRANCO DE LOBA,,2000
397,13,BOLÍVAR,13160,CANTAGALLO,1268.56,2000
398,13,BOLÍVAR,13268,EL PEÑÓN,,2000
399,13,BOLÍVAR,13458,MONTECRISTO,150.07,2000
400,13,BOLÍVAR,13473,MORALES,167.7,2000
401,13,BOLÍVAR,13490,NOROSI,,2000
402,13,BOLÍVAR,13600,RIOVIEJO,258.2,2000
403,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,,2000
404,13,BOLÍVAR,13667,SAN MARTÍN DE LOBA,8.13,2000
405,13,BOLÍVAR,13670,SAN PABLO,1248.95,2000
406,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,1578.72,2000
407,13,BOLÍVAR,13744,SIMITÍ,821.28,2000
408,13,BOLÍVAR,13810,TIQUISIO (Puerto Rico),300.8,2000
409,15,BOYACÁ,15212,COPER,,2000
410,15,BOYACÁ,15223,CUBARÁ,154.42,2000
411,15,BOYACÁ,15401,LA VICTORIA,,2000
412,15,BOYACÁ,15442,MARIPÍ,19.3,2000
413,15,BOYACÁ,15480,MUZO,,2000
414,15,BOYACÁ,15507,OTANCHE,89.1,2000
415,15,BOYACÁ,15531,PAUNA,22.7,2000
416,15,BOYACÁ,15572,PUERTO BOYACÁ,,2000
417,15,BOYACÁ,15580,QUÍPAMA,14.02,2000
418,15,BOYACÁ,15681,SAN PABLO DE BORBUR,22.79,2000
419,15,BOYACÁ,15696,SANTA SOFÍA,,2000
420,15,BOYACÁ,15832,TUNUNGUÁ,,2000
421,17,CALDAS,17433,MANZANARES,,2000
422,17,CALDAS,17495,NORCASIA,,2000
423,17,CALDAS,17541,PENSILVANIA,,2000
424,17,CALDAS,17662,SAMANÁ,,2000
425,17,CALDAS,17867,VICTORIA,,2000
426,18,CAQUETÁ,18029,ALBANIA,251.62,2000
427,18,CAQUETÁ,18094,BELÉN DE LOS ANDAQUÍES,176.02,2000
428,18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,13551.44,2000
429,18,CAQUETÁ,18205,CURILLO,1163.77,2000
430,18,CAQUETÁ,18247,EL DONCELLO,80.3,2000
431,18,CAQUETÁ,18256,EL PAUJIL,154.36,2000
432,18,CAQUETÁ,18001,FLORENCIA,34.63,2000
433,18,CAQUETÁ,18460,MILÁN,995.87,2000
434,18,CAQUETÁ,18410,MONTAÑITA,1193.01,2000
435,18,CAQUETÁ,18479,MORELIA,6.39,2000
436,18,CAQUETÁ,18592,PUERTO RICO,437.3,2000
437,18,CAQUETÁ,18610,SAN JOSÉ DEL FRAGUA,429.26,2000
438,18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,1713.38,2000
439,18,CAQUETÁ,18756,SOLANO,4005.4,2000
440,18,CAQUETÁ,18785,SOLITA,1170.39,2000
441,18,CAQUETÁ,18860,VALPARAÍSO,1240.15,2000
442,19,CAUCA,19022,ALMAGUER,,2000
443,19,CAUCA,19050,ARGELIA,445.01,2000
444,19,CAUCA,19075,BALBOA,,2000
445,19,CAUCA,19100,BOLÍVAR,,2000
446,19,CAUCA,19110,BUENOS AIRES,,2000
447,19,CAUCA,19130,CAJIBÍO,,2000
448,19,CAUCA,19142,CALOTO,,2000
449,19,CAUCA,19212,CORINTO,,2000
450,19,CAUCA,19256,EL TAMBO,1904.45,2000
451,19,CAUCA,19290,FLORENCIA,,2000
452,19,CAUCA,19318,GUAPI,95.42,2000
453,19,CAUCA,19392,LA SIERRA,,2000
454,19,CAUCA,19397,LA VEGA,,2000
455,19,CAUCA,19418,LÓPEZ,25.05,2000
456,19,CAUCA,19450,MERCADERES,,2000
